_id,operator_registration_number,address,unit,postal_code,property_type,ward_number,ward_name,address_for_geocode,location,latitude,longitude,coordinates
4337642,STR-2411-GCJSBS,14 York St,2801,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4337643,STR-2411-GKQSBT,343 Manor Rd E,,M4S,Single/Semi-detached House,15,Don Valley West,"343 Manor Rd E, Toronto, ON, Canada","343, Manor Road East, Mount Pleasant East, Don Valley West, Toronto, Golden Horseshoe, Ontario, M4S 1S3, Canada",43.70552396666667,-79.38215227,
4337644,STR-2411-GSWSBV,210 Kingsdale Ave,,M2N,Single/Semi-detached House,18,Willowdale,"210 Kingsdale Ave, Toronto, ON, Canada","210, Kingsdale Avenue, East Willowdale, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 3R7, Canada",43.77284208,-79.40119875,
4337645,STR-2411-HBCSBW,48A St Georges Blvd,,M9R,Single/Semi-detached House,1,Etobicoke North,"48A St Georges Blvd, Toronto, ON, Canada","St Georges Boulevard, Kingsview Village-The Westway, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9R 1T7, Canada",43.70153872147238,-79.55699627,
4337646,STR-2411-HRQSBY,21 Iceboat Ter,3007,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4337647,STR-2411-FFGFBP,38 Widmer St,1806,M5V,Condominium,10,Spadina-Fort York,"38 Widmer St, Toronto, ON, Canada","Widmer Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 1J9, Canada",43.64694786,-79.3913076,
4337648,STR-2411-FMMFBQ,99 John St,3807,M5V,Condominium,10,Spadina-Fort York,"99 John St, Toronto, ON, Canada","99, John Street, Weston, York South—Weston, York, North York, Toronto, Golden Horseshoe, Ontario, M9N 2E8, Canada",43.70434411,-79.51438143,
4337649,STR-2411-FVTFBR,101 Peter St,410,M5V,Condominium,10,Spadina-Fort York,"101 Peter St, Toronto, ON, Canada","Carver, 101, Peter Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 2G5, Canada",43.6475125,-79.3927771,
4337650,STR-2411-GTMFBV,17 Eaton Park Lane,28,M1W,Townhouse/ Row House,22,Scarborough-Agincourt,"17 Eaton Park Lane, Toronto, ON, Canada","Eaton Park Lane, East L'Amoreaux, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1W 2S2, Canada",43.79375700746653,-79.31011105,
4337651,STR-2411-HSGFBY,36 Lisgar St,901,M6J,Condominium,9,Davenport,"36 Lisgar St, Toronto, ON, Canada","36, Lisgar Street, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 3P4, Canada",43.64153145,-79.4233638,
4337652,STR-2411-FFWSBP,139 Victor Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"139 Victor Ave, Toronto, ON, Canada","139, Victor Avenue, North Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4M 1Y4, Canada",43.66821062941177,-79.34667649,
4337653,STR-2411-FPCSBQ,300 Front St W,3508,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4337654,STR-2411-FWJSBR,145 Wolseley St,,M6J,Townhouse/ Row House,10,Spadina-Fort York,"145 Wolseley St, Toronto, ON, Canada","145, Wolseley Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 1E4, Canada",43.647484,-79.406121,
4337655,STR-2411-GLWSBT,251 Jarvis St,3413,M5B,Condominium,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4337656,STR-2411-HSWSBY,381 Front St W,810,M5V,Condominium,10,Spadina-Fort York,"381 Front St W, Toronto, ON, Canada","Apex East, 381, Front Street West, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 0K3, Canada",43.6427277,-79.39262876,
4337657,STR-2411-JBCSBZ,10 Willison Sq,911,M5T,Condominium,10,Spadina-Fort York,"10 Willison Sq, Toronto, ON, Canada","Willison Square, Chinatown, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5T 2E4, Canada",43.652159483301205,-79.3982951,
4337658,STR-2411-FGMFBP,832 Bay St,1507,M5S,Condominium,11,University-Rosedale,"832 Bay St, Toronto, ON, Canada","Nando's, 832, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 3M4, Canada",43.6616716,-79.3863524,
4337659,STR-2411-FPTFBQ,318 Richmond St W,417,M5V,Condominium,10,Spadina-Fort York,"318 Richmond St W, Toronto, ON, Canada","Picasso Condos, 318, Richmond Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3M6, Canada",43.6490681,-79.39207166,
4337660,STR-2411-GFGFBS,103 West Lodge Ave,1811,M6K,Apartment,4,Parkdale-High Park,"103 West Lodge Ave, Toronto, ON, Canada","103, West Lodge Avenue, Roncesvalles, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6K 3L2, Canada",43.64509375,-79.4356506,
4337661,STR-2411-GMMFBT,37 Grosvenor St,2003,M4Y,Condominium,13,Toronto Centre,"37 Grosvenor St, Toronto, ON, Canada","Grosvenor Street, Bay-Cloverhill, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 1B2, Canada",43.66209987145844,-79.38812073,
4337662,STR-2411-HCZFBW,151 Royal York Rd,Main,M8V,Single/Semi-detached House,3,Etobicoke-Lakeshore,"151 Royal York Rd, Toronto, ON, Canada","151, Royal York Road, Mimico-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1R4, Canada",43.60967095,-79.49536414,
4337663,STR-2411-FHCSBP,55 Wyndcliff Cres,,M4A,Single/Semi-detached House,16,Don Valley East,"55 Wyndcliff Cres, Toronto, ON, Canada","55, Wyndcliff Crescent, Victoria Village, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M4A 1T7, Canada",43.7370749,-79.3170695,
4337664,STR-2411-FXQSBR,832 Bay St,1209,M5S,Condominium,11,University-Rosedale,"832 Bay St, Toronto, ON, Canada","Nando's, 832, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 3M4, Canada",43.6616716,-79.3863524,
4337665,STR-2411-GFWSBS,55 Bremner Blvd,2607,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
4337666,STR-2411-GWJSBV,251 Jarvis St,1119,M5B,Condominium,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4337667,STR-2411-HDQSBW,56 Fennings St,,M6J,Duplex/Triplex/Fourplex,10,Spadina-Fort York,"56 Fennings St, Toronto, ON, Canada","56, Fennings Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 3A9, Canada",43.64535360165346,-79.42200642,
4337668,STR-2411-HLWSBX,51 Patrick Blvd,,M2J,Single/Semi-detached House,17,Don Valley North,"51 Patrick Blvd, Toronto, ON, Canada","51, Patrick Boulevard, Pleasant View, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 4Y1, Canada",43.77711097142857,-79.3266798,
4337669,STR-2411-FHTFBP,12 York St,3907,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4337670,STR-2411-FQZFBQ,300 Front St W,2202,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4337671,STR-2411-FYGFBR,24 Plaxton Dr,,M4B,Single/Semi-detached House,19,Beaches-East York,"24 Plaxton Dr, Toronto, ON, Canada","24, Plaxton Drive, O'Connor-Parkview, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4B 1N2, Canada",43.7056386,-79.30188795,
4337672,STR-2411-GGMFBS,39 Glenborough Park Cres,,M2R,Single/Semi-detached House,18,Willowdale,"39 Glenborough Park Cres, Toronto, ON, Canada","39, Glenborough Park Crescent, Newtonbrook West, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 2J2, Canada",43.77670403423257,-79.43443571,
4337673,STR-2411-GWZFBV,60 Flamborough Dr,,M6M,Single/Semi-detached House,5,York South-Weston,"60 Flamborough Dr, Toronto, ON, Canada","60, Flamborough Drive, Brookhaven-Amesbury, York South—Weston, North York, Toronto, Golden Horseshoe, Ontario, M6M 2Y8, Canada",43.701440088888894,-79.48002198,
4337674,STR-2411-HVTFBY,97 Steeles Ave E,,M2M,Single/Semi-detached House,18,Willowdale,"97 Steeles Ave E, Toronto, ON, Canada","97, Steeles Avenue East, Newtonbrook East, Willowdale, North York, Toronto, York Region, Golden Horseshoe, Ontario, M2M 3G1, Canada",43.79957208333334,-79.41233913,
4337675,STR-2411-FJJSBP,251 Jarvis St,3601,M5B,Apartment,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4337676,STR-2411-FRQSBQ,131 Bloor St W,1014,M5S,Apartment,11,University-Rosedale,"131 Bloor St W, Toronto, ON, Canada","Colonnade, 131, Bloor Street West, Bay-Cloverhill, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 2W7, Canada",43.66876085,-79.39227087,
4337677,STR-2411-GHCSBS,26 Belgate Pl,,M9C,Single/Semi-detached House,2,Etobicoke Centre,"26 Belgate Pl, Toronto, ON, Canada","26, Belgate Place, Eringate-Centennial-West Deane, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 3Z7, Canada",43.66010541945747,-79.57884881,
4337678,STR-2411-HPCSBX,46 Western Battery Rd,810,M6K,Condominium,10,Spadina-Fort York,"46 Western Battery Rd, Toronto, ON, Canada","46, Western Battery Road, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada",43.6396872,-79.41378595,
4337679,STR-2411-HWJSBY,94 Garnet Ave,LNHS,M6G,Single/Semi-detached House,11,University-Rosedale,"94 Garnet Ave, Toronto, ON, Canada","94, Garnet Avenue, Dovercourt Village, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 1T3, Canada",43.6685713,-79.42416191,
4337680,STR-2411-JDQSBZ,21 Iceboat Ter,4002,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4337681,STR-2411-FJZFBP,210 Victoria St,3303,M5B,Condominium,13,Toronto Centre,"210 Victoria St, Toronto, ON, Canada","Victoria Street, Mimico-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1M6, Canada",43.61869596,-79.48886299,
4337682,STR-2411-FSGFBQ,11 Ordnance St,319,M6K,Condominium,10,Spadina-Fort York,"11 Ordnance St, Toronto, ON, Canada","Ordnance Street, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6K 0E3, Canada",43.63949068804617,-79.40956215,
4337683,STR-2411-GQZFBT,50 John St,903,M5V,Apartment,10,Spadina-Fort York,"50 John St, Toronto, ON, Canada","50, John Street, Weston, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M9N 3B3, Canada",43.7030246,-79.516544,
4337684,STR-2411-GYGFBV,219 Fort York Blvd,702,M5V,Condominium,10,Spadina-Fort York,"219 Fort York Blvd, Toronto, ON, Canada","219, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.6367509,-79.4055001,
4337685,STR-2411-HGMFBW,40 McGill St,,M5B,Single/Semi-detached House,13,Toronto Centre,"40 McGill St, Toronto, ON, Canada","40, McGill Street, Downtown Yonge East, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2H9, Canada",43.66035244,-79.38075884,
4337686,STR-2411-JFGFBZ,175 Cumberland St,1503,M5R,Condominium,11,University-Rosedale,"175 Cumberland St, Toronto, ON, Canada","175, Cumberland Street, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 1A8, Canada",43.6696193,-79.3940057,
4337687,STR-2411-FKQSBP,35 Balmuto St,704,M4Y,Condominium,11,University-Rosedale,"35 Balmuto St, Toronto, ON, Canada","The Uptown Residences, 35, Balmuto Street, Bay-Cloverhill, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M4Y 1W4, Canada",43.66949635,-79.38741713,
4337688,STR-2411-FSWSBQ,99 John St,2708,M5V,Condominium,10,Spadina-Fort York,"99 John St, Toronto, ON, Canada","99, John Street, Weston, York South—Weston, York, North York, Toronto, Golden Horseshoe, Ontario, M9N 2E8, Canada",43.70434411,-79.51438143,
4337689,STR-2411-GBCSBR,832 Bay St,3008,M5S,Condominium,11,University-Rosedale,"832 Bay St, Toronto, ON, Canada","Nando's, 832, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 3M4, Canada",43.6616716,-79.3863524,
4337690,STR-2411-GRQSBT,155 Yorkville Ave,704,M5R,Condominium,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4337691,STR-2411-HHCSBW,39 Gentian Dr,2,M9C,Single/Semi-detached House,2,Etobicoke Centre,"39 Gentian Dr, Toronto, ON, Canada","39, Gentian Drive, Eringate-Centennial-West Deane, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 2N9, Canada",43.6649045,-79.5849749,
4337692,STR-2411-JFWSBZ,112 George St,1404,M5A,Condominium,13,Toronto Centre,"112 George St, Toronto, ON, Canada","112, George Street, Mimico-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1R4, Canada",43.6117268,-79.49538163,
4337693,STR-2411-HHTFBW,219 Fort York Blvd,807,M5V,Condominium,10,Spadina-Fort York,"219 Fort York Blvd, Toronto, ON, Canada","219, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.6367509,-79.4055001,
4337694,STR-2411-HQZFBX,36 Park Lawn Rd,702,M8V,Condominium,3,Etobicoke-Lakeshore,"36 Park Lawn Rd, Toronto, ON, Canada","Key West, 36, Park Lawn Road, Humber Bay Shores, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 0J2, Canada",43.6234559,-79.4846243,
4337695,STR-2411-HYGFBY,4 Goulden Cres,,M1L,Duplex/Triplex/Fourplex,20,Scarborough Southwest,"4 Goulden Cres, Toronto, ON, Canada","4, Goulden Crescent, Clairlea-Birchmount, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1L 0E2, Canada",43.70481034048867,-79.27323217,
4337696,STR-2411-FDRYBP,1282 Davenport Rd,3,M6H,Duplex/Triplex/Fourplex,9,Davenport,"1282 Davenport Rd, Toronto, ON, Canada","1282, Davenport Road, Corso Italia-Davenport, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 2J6, Canada",43.67422659473684,-79.43620943,
4337697,STR-2411-FLXYBQ,202 Hillcrest Ave,,M2N,Single/Semi-detached House,18,Willowdale,"202 Hillcrest Ave, Toronto, ON, Canada","202, Hillcrest Avenue, East Willowdale, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 3R7, Canada",43.7697767,-79.4023704,
4337698,STR-2411-FVDYBR,1420 Dupont St,1310,M6H,Condominium,9,Davenport,"1420 Dupont St, Toronto, ON, Canada","1420, Dupont Street, Wallace Emerson, Davenport, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.6664451,-79.4484921,
4337699,STR-2411-GCKYBS,96 Jenkinson Way,,M1P,Townhouse/ Row House,21,Scarborough Centre,"96 Jenkinson Way, Toronto, ON, Canada","96, Jenkinson Way, Dorset Park, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 4X1, Canada",43.74841535714285,-79.27002043,
4337700,STR-2411-GKRYBT,54 Beacham Cres,,M1T,Single/Semi-detached House,22,Scarborough-Agincourt,"54 Beacham Cres, Toronto, ON, Canada","54, Beacham Crescent, Tam O'Shanter-Sullivan, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1T 1M6, Canada",43.77480026458202,-79.31391542,
4337701,STR-2411-GSXYBV,2 Augusta Ave,1503,M5V,Condominium,10,Spadina-Fort York,"2 Augusta Ave, Toronto, ON, Canada","Augusta Avenue, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 2A8, Canada",43.648451977418446,-79.39980436,
4337702,STR-2411-HBDYBW,89 Dunfield Ave,3205,M4S,Condominium,12,Toronto-St. Paul's,"89 Dunfield Ave, Toronto, ON, Canada","Dunfield Avenue, South Eglinton-Davisville, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M4S 2H3, Canada",43.70617471208208,-79.39502003,
4337703,STR-2411-HJKYBX,53 Kensington Ave,,M5T,Apartment,11,University-Rosedale,"53 Kensington Ave, Toronto, ON, Canada","53, Kensington Avenue, Kensington Market, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5T 2J8, Canada",43.653883,-79.40022897,
4337704,STR-2411-HRRYBY,89 Dunfield Ave,1809,M4S,Condominium,12,Toronto-St. Paul's,"89 Dunfield Ave, Toronto, ON, Canada","Dunfield Avenue, South Eglinton-Davisville, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M4S 2H3, Canada",43.70617471208208,-79.39502003,
4337705,STR-2411-FVVLBR,14 Montye ave,Bsmt,M6S,Duplex/Triplex/Fourplex,4,Parkdale-High Park,"14 Montye ave, Toronto, ON, Canada","14, Montye Avenue, Runnymede-Bloor West Village, Parkdale—High Park, York, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.65968742857143,-79.48638517,
4337706,STR-2411-HBVLBW,18 Maitland Ter,2101,M4Y,Condominium,13,Toronto Centre,"18 Maitland Ter, Toronto, ON, Canada","Maitland Terrace, Church-Wellesley, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 1Y5, Canada",43.66405517,-79.38351098,
4337707,STR-2411-FFXYBP,28 Wellesley St E,909,M4Y,Condominium,13,Toronto Centre,"28 Wellesley St E, Toronto, ON, Canada","28, Wellesley Street East, Church-Wellesley, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 0C8, Canada",43.6655831,-79.38297292,
4337708,STR-2411-FPDYBQ,381 Mortimer Ave,,M4J,Single/Semi-detached House,14,Toronto-Danforth,"381 Mortimer Ave, Toronto, ON, Canada","381, Mortimer Avenue, Danforth East York, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 3P8, Canada",43.68827276666666,-79.33663782,
4337709,STR-2411-FWKYBR,140 Simcoe St,919,M5H,Condominium,10,Spadina-Fort York,"140 Simcoe St, Toronto, ON, Canada","Simcoe Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 1Z1, Canada",43.65028124218962,-79.387272,
4337710,STR-2411-GDRYBS,151 Dan Leckie Way,2308,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4337711,STR-2411-GLXYBT,21 Iceboat Ter,4011,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4337712,STR-2411-GVDYBV,2 Anndale Dr,3004,M2N,Condominium,18,Willowdale,"2 Anndale Dr, Toronto, ON, Canada","2, Anndale Drive, Avondale, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5M5, Canada",43.76051805,-79.41021894,
4337713,STR-2411-HCKYBW,386 Montrose Ave,,M6G,Single/Semi-detached House,11,University-Rosedale,"386 Montrose Ave, Toronto, ON, Canada","386, Montrose Avenue, Palmerston-Little Italy, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 1L6, Canada",43.66023738387096,-79.41996634,
4337714,STR-2411-FGPLBP,101 Peter St,3007,M5V,Condominium,10,Spadina-Fort York,"101 Peter St, Toronto, ON, Canada","Carver, 101, Peter Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 2G5, Canada",43.6475125,-79.3927771,
4337715,STR-2412-GFHLBS,14 York St,6111,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4337716,STR-2412-GVVLBV,78 Glen Manor Dr,Upper,M4E,Duplex/Triplex/Fourplex,19,Beaches-East York,"78 Glen Manor Dr, Toronto, ON, Canada","78, Glen Manor Drive, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4E 3V3, Canada",43.67071384545454,-79.29231326,
4337717,STR-2412-HDBLBW,100 Harbour St,6005,M5J,Condominium,10,Spadina-Fort York,"100 Harbour St, Toronto, ON, Canada","100 Harbour Street, 100, Harbour Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0B5, Canada",43.6418413,-79.3796207,
4337718,STR-2412-HLHLBX,151 Dan Leckie Way,1603,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4337719,STR-2412-HTPLBY,28 Linden St,2708,M4Y,Condominium,13,Toronto Centre,"28 Linden St, Toronto, ON, Canada","James Cooper Mansion, 28, Linden Street, North St.James Town, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 0A4, Canada",43.67083825,-79.37688529,
4337720,STR-2412-FHDYBP,53 Jersey Ave,,M6G,Single/Semi-detached House,11,University-Rosedale,"53 Jersey Ave, Toronto, ON, Canada","53, Jersey Avenue, Palmerston-Little Italy, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 2Y6, Canada",43.65970428333333,-79.41667213,
4337721,STR-2412-FQKYBQ,130 Springhurst Ave,Upper,M6K,Duplex/Triplex/Fourplex,4,Parkdale-High Park,"130 Springhurst Ave, Toronto, ON, Canada","130, Springhurst Avenue, South Parkdale, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6K 2X5, Canada",43.63527365,-79.43638011,
4337722,STR-2412-FXRYBR,149 Silver Birch Ave,,M4E,Single/Semi-detached House,19,Beaches-East York,"149 Silver Birch Ave, Toronto, ON, Canada","149, Silver Birch Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4E 1G6, Canada",43.67537122,-79.28602507,
4337723,STR-2412-GPDYBT,20 Lisburn Cres,,M2J,Single/Semi-detached House,17,Don Valley North,"20 Lisburn Cres, Toronto, ON, Canada","20, Lisburn Crescent, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 3C6, Canada",43.781880924594354,-79.34460973,
4337724,STR-2501-HFCSBW,12 York St,2507,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4337725,STR-2412-HLXYBX,550 Yonge St,2,M4Y,Apartment,13,Toronto Centre,"550 Yonge St, Toronto, ON, Canada","Pizzaiolo, 550, Yonge Street, Church-Wellesley, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 1Y9, Canada",43.6643071,-79.3844651,
4337726,STR-2412-HVDYBY,84 Glengrove Ave W,,M4R,Single/Semi-detached House,8,Eglinton-Lawrence,"84 Glengrove Ave W, Toronto, ON, Canada","84, Glengrove Avenue West, Lawrence Park South, Eglinton—Lawrence, Toronto, Golden Horseshoe, Ontario, M4R 1P2, Canada",43.7183975,-79.4070461,
4337727,STR-2412-FHVLBP,500 Doris Ave,1221,M2N,Condominium,18,Willowdale,"500 Doris Ave, Toronto, ON, Canada","Grand Triomphe 2, 500, Doris Avenue, Yonge-Doris, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 0C1, Canada",43.7764046,-79.41425764,
4337728,STR-2412-FYHLBR,19 Glenaden Ave E,,M8Y,Single/Semi-detached House,3,Etobicoke-Lakeshore,"19 Glenaden Ave E, Toronto, ON, Canada","19, Glenaden Avenue East, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 4A4, Canada",43.643101400000006,-79.50133391,
4337729,STR-2412-GGPLBS,80 Berkinshaw Cres,,M3B,Single/Semi-detached House,16,Don Valley East,"80 Berkinshaw Cres, Toronto, ON, Canada","80, Berkinshaw Crescent, Banbury-Don Mills, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3B 2W6, Canada",43.74168113098868,-79.34786009,
4337730,STR-2412-GPVLBT,14 York St,5706,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4337731,STR-2412-GXBLBV,55 Bremner Blvd,4005,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
